ID,cell_name,drug_name,IC50
22546,NCI-H2085,XL-184,-1.28
22547,NCI-H2085,AC220,-0.96
22548,NCI-H2085,CP724714,-1.8
22549,NCI-H2085,STF-62247,-1.43
22550,NCI-H2085,NG-25,-1.1
22551,NCI-H2085,VX-11e,-1.36
22552,NCI-H2085,FR-180204,-2.03
22553,NCI-H2085,Tubastatin A,-2.22
22554,NCI-H2085,YM155,2.14
22555,NCI-H2085,NSC-207895,-1.45
22556,NCI-H2085,AR-42,-0.42
22557,NCI-H2085,CUDC-101,-0.16
22558,NCI-H2085,I-BET 151,-1.88
22559,NCI-H2085,CAY10603,-0.61
22560,NCI-H2085,ABT-869,-0.98
22561,NCI-H2085,BIX02189,-1.87
22562,NCI-H2085,CH5424802,-1.1
22563,NCI-H2085,EKB-569,-0.31
22564,NCI-H2085,GSK2126458,2.23
22565,NCI-H2085,Masitinib,-1.53
22566,NCI-H2085,MP470,-2.42
22567,NCI-H2085,NVP-BHG712,-1.28
22568,NCI-H2085,OSI-930,-1.67
22569,NCI-H2085,OSI-027,0.06
22570,NCI-H2085,CX-5461,-0.94
22571,NCI-H2085,PHA-793887,-1.46
22572,NCI-H2085,PI-103,1.08
22573,NCI-H2085,PIK-93,-1.14
22574,NCI-H2085,TPCA-1,-1.07
22575,NCI-H2085,TG101348,-1.28
22576,NCI-H2085,XL-880,0.03
22577,NCI-H2085,Y-39983,-1.75
22578,NCI-H2085,YM201636,-0.81
22579,NCI-H2085,AV-951,-0.31
22580,NCI-H2085,GSK690693,-1.45
22581,NCI-H2085,SNX-2112,0.14
22582,NCI-H2085,QL-X-138,-0.42
22583,NCI-H2085,T0901317,-2.05
22584,NCI-H2085,EX-527,-2.11
22585,NCI-H2085,ABT-263,-0.33
22586,NCI-H2085,RDEA119,-0.74
22587,NCI-H2085,17-AAG,-0.74
22588,NCI-H2085,AMG-706,-1.34
22589,NCI-H2085,KU-55933,-1.27
22590,NCI-H2085,PLX4720,-1.85
22591,NCI-H2085,BX-795,-0.6
22592,NCI-H2085,NU-7441,-1.19
22593,NCI-H2085,SL 0101-1,-2.1
22594,NCI-H2085,BIRB 0796,-1.54
22595,NCI-H2085,JNK Inhibitor VIII,-2.14
22596,NCI-H2085,Nutlin-3a,-1.16
22597,NCI-H2085,PD-173074,-1.12
22598,NCI-H2085,ZM-447439,-0.61
22599,NCI-H2085,RO-3306,-0.51
22600,NCI-H2085,MK-2206,-0.18
22601,NCI-H2085,PD-0332991,-0.36
22602,NCI-H2085,NVP-BEZ235,1.57
22603,NCI-H2085,GDC0941,0.09
22604,NCI-H2085,AZD8055,-0.06
22605,NCI-H2085,PD-0325901,0.41
22606,NCI-H2085,SB590885,-1.7
22607,NCI-H2085,CCT007093,-2.04
22608,NCI-H2085,EHT 1864,-2.25
22609,NCI-H2085,PF-4708671,-2.26
22610,NCI-H2085,JNJ-26854165,-1.75
22611,NCI-H2085,TW 37,-0.61
22612,NCI-H2085,CCT018159,-1.71
22613,NCI-H2085,AG-014699,-1.96
22614,NCI-H2085,SB-505124,-2.2
22615,NCI-H2085,Tamoxifen,-1.82
22616,NCI-H2085,PFI-1,-1.49
22617,NCI-H2085,IOX2,-0.04
22618,NCI-H2085,YK 4-279,-1.27
22619,NCI-H2085,(5Z)-7-Oxozeaenol,-0.57
22620,NCI-H2085,piperlongumine,-0.66
22621,NCI-H2085,FK866,-0.32
22622,NCI-H2085,BMN-673,-1.54
22623,NCI-H2085,UNC1215,-1.2
22624,NCI-H2085,SGC0946,-0.9
22625,NCI-H2085,XAV 939,-1.47
22626,NCI-H2085,Trametinib,-0.18
22627,NCI-H2085,Dabrafenib,-1.88
22628,NCI-H2085,Temozolomide,-2.67
22629,NCI-H2085,SN-38,0.71
22630,NCI-H2085,MLN4924,-0.47
22631,IPC-298,Doxorubicin,0.76
22632,IPC-298,Etoposide,-0.62
22633,IPC-298,Gemcitabine,0.95
22634,IPC-298,Mitomycin C,-0.14
22635,IPC-298,Vinorelbine,1.58
22636,IPC-298,NSC-87877,-2.21
22637,IPC-298,QS11,-2.1
22638,IPC-298,CP466722,-1.3
22639,IPC-298,Midostaurin,-0.25
22640,IPC-298,AP-24534,-0.45
22641,IPC-298,JNK-9L,0.06
22642,IPC-298,PF-562271,-0.67
22643,IPC-298,HG-6-64-1,-0.75
22644,IPC-298,DMOG,-3.25
22645,IPC-298,FTI-277,-0.62
22646,IPC-298,OSU-03012,-1.15
22647,IPC-298,Shikonin,-0.9
22648,IPC-298,AKT inhibitor VIII,-1.2
22649,IPC-298,Embelin,-1.15
22650,IPC-298,FH535,-0.5
22651,IPC-298,PAC-1,-1.12
22652,IPC-298,IPA-3,-1.54
22653,IPC-298,GSK-650394,-2.04
22654,IPC-298,BAY 61-3606,-1.68
22655,IPC-298,5-Fluorouracil,-0.39
22656,IPC-298,Thapsigargin,2.03
22657,IPC-298,Obatoclax Mesylate,0.89
22658,IPC-298,BMS-754807,-0.43
22659,IPC-298,OSI-906,-0.97
22660,IPC-298,Bexarotene,-1.23
22661,IPC-298,Bleomycin,-0.34
22662,IPC-298,LFM-A13,-2.26
22663,IPC-298,GW-2580,-2.28
22664,IPC-298,Phenformin,-2.38
22665,IPC-298,Bryostatin 1,1.47
22666,IPC-298,Pazopanib,-1.23
22667,IPC-298,LAQ824,0.98
22668,IPC-298,Epothilone B,1.66
22669,IPC-298,GSK-1904529A,-0.89
22670,IPC-298,BMS-345541,-1.35
22671,IPC-298,Tipifarnib,-0.71
22672,IPC-298,Ruxolitinib,-1.81
22673,IPC-298,AS601245,-0.43
22674,IPC-298,SB-715992,0.38
22675,IPC-298,AT-7519,-0.83
22676,IPC-298,TAK-715,-2.02
22677,IPC-298,BX-912,-1.55
22678,IPC-298,ZSTK474,-0.61
22679,IPC-298,AS605240,-0.75
22680,IPC-298,GSK1070916,-1.15
22681,IPC-298,LY317615,-1.74
22682,IPC-298,GSK429286A,-2.3
22683,IPC-298,FMK,-2.23
22684,IPC-298,CAL-101,-2.19
22685,IPC-298,XL-184,-1.23
22686,IPC-298,AC220,-1
22687,IPC-298,CP724714,-1.95
22688,IPC-298,STF-62247,-1.96
22689,IPC-298,NG-25,-0.98
22690,IPC-298,VX-11e,0.02
22691,IPC-298,FR-180204,-2.2
22692,IPC-298,Tubastatin A,-1.48
22693,IPC-298,YM155,2.42
22694,IPC-298,NSC-207895,-0.95
22695,IPC-298,AR-42,0.71
22696,IPC-298,CUDC-101,0.45
22697,IPC-298,I-BET 151,-0.91
22698,IPC-298,CAY10603,0.1
22699,IPC-298,ABT-869,-0.86
22700,IPC-298,BIX02189,-1.54
22701,IPC-298,CH5424802,-1.62
22702,IPC-298,EKB-569,-0.56
22703,IPC-298,GSK2126458,1.38
22704,IPC-298,Masitinib,-1.32
22705,IPC-298,MP470,-1.71
22706,IPC-298,NVP-BHG712,-0.64
22707,IPC-298,OSI-930,-1.65
22708,IPC-298,OSI-027,-0.17
22709,IPC-298,CX-5461,-0.71
22710,IPC-298,PHA-793887,-1.37
22711,IPC-298,PI-103,-0.03
22712,IPC-298,PIK-93,-1.07
22713,IPC-298,TPCA-1,-1.06
22714,IPC-298,TG101348,-1.1
22715,IPC-298,XL-880,0.06
22716,IPC-298,Y-39983,-2.12
22717,IPC-298,YM201636,-1.01
22718,IPC-298,AV-951,-0.18
22719,IPC-298,GSK690693,-1.96
22720,IPC-298,SNX-2112,0.88
22721,IPC-298,QL-X-138,-0.51
22722,IPC-298,T0901317,-1.76
22723,IPC-298,EX-527,-2.17
22724,IPC-298,AICAR,-3.6
22725,IPC-298,Camptothecin,1.33
22726,IPC-298,Vinblastine,1.83
22727,IPC-298,Cisplatin,-1.28
22728,IPC-298,Cytarabine,-0.07
22729,IPC-298,Docetaxel,2.71
22730,IPC-298,Methotrexate,-0.11
22731,IPC-298,ATRA,-1.74
22732,IPC-298,Gefitinib,-0.79
22733,IPC-298,ABT-263,-1.22
22734,IPC-298,Vorinostat,-0.68
22735,IPC-298,Nilotinib,-1.4
22736,IPC-298,RDEA119,1.3
22737,IPC-298,CI-1040,0.33
22738,IPC-298,Temsirolimus,1.36
22739,IPC-298,Olaparib,-1.8
22740,IPC-298,ABT-888,-1.73
22741,IPC-298,Bosutinib,0.13
22742,IPC-298,Lenalidomide,-1.73
22743,IPC-298,Axitinib,-1.35
22744,IPC-298,AZD7762,0.86
22745,IPC-298,GW 441756,-1.37
22746,IPC-298,CEP-701,1.7
22747,IPC-298,SB 216763,-2.1
22748,IPC-298,17-AAG,1.06
22749,IPC-298,VX-702,-1.29
22750,IPC-298,AMG-706,-1.08
22751,IPC-298,KU-55933,-2.1
22752,IPC-298,Elesclomol,1.42
22753,IPC-298,Afatinib,-0.59
22754,IPC-298,Vismodegib,-1.79
22755,IPC-298,PLX4720,-1.13
22756,IPC-298,BX-795,-1.03
22757,IPC-298,NU-7441,-0.89
22758,IPC-298,SL 0101-1,-1.64
22759,IPC-298,BIRB 0796,-2.09
22760,IPC-298,JNK Inhibitor VIII,-2.03
22761,IPC-298,Nutlin-3a,-2
22762,IPC-298,PD-173074,-1.23
22763,IPC-298,ZM-447439,-1.5
22764,IPC-298,RO-3306,-1.8
22765,IPC-298,MK-2206,-1.39
22766,IPC-298,PD-0332991,-0.68
22767,IPC-298,NVP-BEZ235,1.01
22768,IPC-298,GDC0941,-0.81
22769,IPC-298,AZD8055,-0.03
22770,IPC-298,PD-0325901,1.92
22771,IPC-298,SB590885,-1.29
22772,IPC-298,CCT007093,-1.55
22773,IPC-298,EHT 1864,-1.43
22774,IPC-298,PF-4708671,-0.36
22775,IPC-298,JNJ-26854165,-0.69
22776,IPC-298,TW 37,0.62
22777,IPC-298,CCT018159,-1.08
22778,IPC-298,AG-014699,-1.46
22779,IPC-298,SB-505124,-1.86
22780,IPC-298,Tamoxifen,-1.73
22781,IPC-298,PFI-1,-0.52
22782,IPC-298,IOX2,-0.05
22783,IPC-298,YK 4-279,-0.56
22784,IPC-298,(5Z)-7-Oxozeaenol,0.75
22785,IPC-298,piperlongumine,-0.34
22786,IPC-298,FK866,1.28
22787,IPC-298,BMN-673,-1.23
22788,IPC-298,UNC1215,-1.03
22789,IPC-298,SGC0946,-0.41
22790,IPC-298,XAV 939,-1.65
22791,IPC-298,Trametinib,2.7
22792,IPC-298,Temozolomide,-2.45
22793,IPC-298,SN-38,1.89
22794,IPC-298,MLN4924,-0.2
22795,KNS-42,Erlotinib,-0.99
22796,KNS-42,Rapamycin,1.4
22797,KNS-42,Sunitinib,-2
22798,KNS-42,PHA-665752,-1.57
22799,KNS-42,MG-132,1.33
22800,KNS-42,Paclitaxel,1.96
22801,KNS-42,Cyclopamine,-2.21
22802,KNS-42,AZ628,-1.24
22803,KNS-42,Sorafenib,-1.04
22804,KNS-42,VX-680,-0.93
22805,KNS-42,Imatinib,-1.43
22806,KNS-42,NVP-TAE684,-1.01
22807,KNS-42,Crizotinib,-0.95
22808,KNS-42,AZD-0530,-0.53
22809,KNS-42,S-Trityl-L-cysteine,-0.57
22810,KNS-42,Z-LLNle-CHO,-0.05
22811,KNS-42,Dasatinib,0.06
22812,KNS-42,GNF-2,-1.39
22813,KNS-42,CGP-60474,0.77
22814,KNS-42,CGP-082996,-1.03
22815,KNS-42,A-770041,-1.02
22816,KNS-42,WH-4-023,-0.74
22817,KNS-42,BI-2536,1.31
22818,KNS-42,BMS-509744,-1.09
22819,KNS-42,CMK,-1.11
22820,KNS-42,Pyrimethamine,-2.67
22821,KNS-42,A-443654,0.46
22822,KNS-42,GW843682X,1.53
22823,KNS-42,MS-275,-1.4
22824,KNS-42,Parthenolide,-2.06
22825,KNS-42,TGX221,-1.06
22826,KNS-42,Bortezomib,3.49
22827,KNS-42,XMD8-85,-1.14
22828,KNS-42,Roscovitine,-1.8
22829,KNS-42,Salubrinal,-1.52
22830,KNS-42,Lapatinib,-0.91
22831,KNS-42,Doxorubicin,0.61
22832,KNS-42,Etoposide,-1.04
22833,KNS-42,Gemcitabine,0.24
22834,KNS-42,Mitomycin C,-0.04
22835,KNS-42,Vinorelbine,2.14
22836,KNS-42,NSC-87877,-2.48
22837,KNS-42,QS11,-1.65
22838,KNS-42,CP466722,-1.31
22839,KNS-42,Midostaurin,-0.45
22840,KNS-42,AP-24534,0.26
22841,KNS-42,JNK-9L,-0.1
22842,KNS-42,PF-562271,-0.82
22843,KNS-42,HG-6-64-1,-0.16
22844,KNS-42,DMOG,-2.37
22845,KNS-42,FTI-277,-1.36
22846,KNS-42,OSU-03012,-1.1
22847,KNS-42,Shikonin,-0.62
22848,KNS-42,AKT inhibitor VIII,-0.99
22849,KNS-42,Embelin,-1.64
22850,KNS-42,FH535,-0.99
22851,KNS-42,PAC-1,-1.74
22852,KNS-42,IPA-3,-2.77
22853,KNS-42,GSK-650394,-1.68
22854,KNS-42,BAY 61-3606,-1.03
22855,KNS-42,5-Fluorouracil,-1.91
22856,KNS-42,Thapsigargin,2.19
22857,KNS-42,Obatoclax Mesylate,0.39
22858,KNS-42,BMS-754807,-1.1
22859,KNS-42,OSI-906,-1.4
22860,KNS-42,Bexarotene,-1.44
22861,KNS-42,Bleomycin,-2.43
22862,KNS-42,LFM-A13,-1.84
22863,KNS-42,GW-2580,-2.61
22864,KNS-42,Phenformin,-3.22
22865,KNS-42,Bryostatin 1,1.08
22866,KNS-42,Pazopanib,-1.31
22867,KNS-42,LAQ824,0.51
22868,KNS-42,Epothilone B,2.49
22869,KNS-42,GSK-1904529A,-0.88
22870,KNS-42,BMS-345541,-1.9
22871,KNS-42,Tipifarnib,-0.68
22872,KNS-42,Ruxolitinib,-1.94
22873,KNS-42,AS601245,-1.05
22874,KNS-42,SB-715992,0.77
22875,KNS-42,AT-7519,-1.52
22876,KNS-42,TAK-715,-2.58
22877,KNS-42,BX-912,-1.63
22878,KNS-42,ZSTK474,-0.86
22879,KNS-42,AS605240,-1.45
22880,KNS-42,GSK1070916,-1.57
22881,KNS-42,LY317615,-1.9
22882,KNS-42,GSK429286A,-2.43
22883,KNS-42,FMK,-2.67
22884,KNS-42,CAL-101,-2.54
22885,KNS-42,XL-184,-1.25
22886,KNS-42,AC220,-1.05
22887,KNS-42,CP724714,-2.29
22888,KNS-42,STF-62247,-2.18
22889,KNS-42,NG-25,-1.14
22890,KNS-42,VX-11e,-1.78
22891,KNS-42,FR-180204,-2.44
22892,KNS-42,Tubastatin A,-1.62
22893,KNS-42,YM155,2.15
22894,KNS-42,NSC-207895,-1.54
22895,KNS-42,AR-42,-0.03
22896,KNS-42,CUDC-101,0.02
22897,KNS-42,I-BET 151,-1.97
22898,KNS-42,CAY10603,-0.36
22899,KNS-42,ABT-869,-1.26
22900,KNS-42,BIX02189,-1.86
22901,KNS-42,CH5424802,-2.05
22902,KNS-42,EKB-569,-1.68
22903,KNS-42,GSK2126458,0.66
22904,KNS-42,Masitinib,-1.86
22905,KNS-42,MP470,-2.43
22906,KNS-42,NVP-BHG712,-1.22
22907,KNS-42,OSI-930,-2
22908,KNS-42,OSI-027,-1.56
22909,KNS-42,CX-5461,-0.66
22910,KNS-42,PHA-793887,-2.24
22911,KNS-42,PI-103,-1.17
22912,KNS-42,PIK-93,-1.44
22913,KNS-42,TPCA-1,-1.71
22914,KNS-42,TG101348,-1.72
22915,KNS-42,XL-880,-0.12
22916,KNS-42,Y-39983,-2.2
22917,KNS-42,YM201636,-0.87
22918,KNS-42,AV-951,-0.41
22919,KNS-42,GSK690693,-2.38
22920,KNS-42,SNX-2112,0.15
22921,KNS-42,QL-X-138,-1.24
22922,KNS-42,T0901317,-2.38
22923,KNS-42,EX-527,-2.07
22924,KNS-42,AICAR,-3.56
22925,KNS-42,Camptothecin,1.61
22926,KNS-42,Vinblastine,1.61
22927,KNS-42,Cisplatin,-1.36
22928,KNS-42,Cytarabine,-1.2
22929,KNS-42,Docetaxel,2.37
22930,KNS-42,Methotrexate,-0.62
22931,KNS-42,ATRA,-0.86
22932,KNS-42,Gefitinib,-0.81
22933,KNS-42,ABT-263,-1.04
22934,KNS-42,Vorinostat,-1.33
22935,KNS-42,Nilotinib,-1.6
22936,KNS-42,RDEA119,-1.34
22937,KNS-42,CI-1040,-1.64
22938,KNS-42,Temsirolimus,0.99
22939,KNS-42,Olaparib,-2.06
22940,KNS-42,ABT-888,-1.98
22941,KNS-42,Bosutinib,-1.66
22942,KNS-42,Lenalidomide,-2.05
22943,KNS-42,Axitinib,-1.56
22944,KNS-42,AZD7762,-1.05
22945,KNS-42,GW 441756,-1.67
22946,KNS-42,CEP-701,-0.51
22947,KNS-42,SB 216763,-2.26
22948,KNS-42,17-AAG,-0.03
22949,KNS-42,VX-702,-1.33
22950,KNS-42,AMG-706,-1.55
22951,KNS-42,KU-55933,-1.79
22952,KNS-42,Elesclomol,0.47
22953,KNS-42,Afatinib,-1.05
22954,KNS-42,Vismodegib,-2.37
22955,KNS-42,PLX4720,-2.32
22956,KNS-42,BX-795,-1.48
22957,KNS-42,NU-7441,-1.64
22958,KNS-42,SL 0101-1,-2.11
22959,KNS-42,BIRB 0796,-2.32
22960,KNS-42,JNK Inhibitor VIII,-2.36
22961,KNS-42,Nutlin-3a,-2.17
22962,KNS-42,PD-173074,-1.67
22963,KNS-42,ZM-447439,-1.2
22964,KNS-42,RO-3306,-1.92
22965,KNS-42,MK-2206,-1.92
22966,KNS-42,PD-0332991,-0.43
22967,KNS-42,NVP-BEZ235,0.88
22968,KNS-42,GDC0941,-1.71
22969,KNS-42,AZD8055,-0.3
22970,KNS-42,PD-0325901,-0.53
22971,KNS-42,SB590885,-1.97
22972,KNS-42,CCT007093,-1.77
22973,KNS-42,EHT 1864,-1.97
22974,KNS-42,PF-4708671,-1.66
22975,KNS-42,JNJ-26854165,-1.6
22976,KNS-42,TW 37,-0.41
22977,KNS-42,ZG-10,-0.69
22978,KNS-42,XMD8-92,-1.37
22979,KNS-42,CCT018159,-1.89
22980,KNS-42,AG-014699,-1.91
22981,KNS-42,SB-505124,-2.12
22982,KNS-42,Tamoxifen,-2
22983,KNS-42,PFI-1,-1.12
22984,KNS-42,IOX2,-0.15
22985,KNS-42,YK 4-279,-0.64
22986,KNS-42,(5Z)-7-Oxozeaenol,-0.65
22987,KNS-42,piperlongumine,-0.74
22988,KNS-42,FK866,0.12
22989,KNS-42,BMN-673,-1.45
22990,KNS-42,UNC1215,-1.19
22991,KNS-42,SGC0946,-0.7
22992,KNS-42,XAV 939,-1.55
22993,KNS-42,Trametinib,-0.9
22994,KNS-42,Dabrafenib,-1.34
22995,KNS-42,Temozolomide,-2.46
22996,KNS-42,SN-38,1.64
22997,KNS-42,MLN4924,-0.83
22998,MEL-HO,AICAR,-4.4
22999,MEL-HO,Camptothecin,1.77
23000,MEL-HO,Vinblastine,1.98
23001,MEL-HO,Cisplatin,-0.89
23002,MEL-HO,Cytarabine,-0.01
23003,MEL-HO,Docetaxel,2.97
23004,MEL-HO,Methotrexate,0.11
23005,MEL-HO,ATRA,-1.12
23006,MEL-HO,Gefitinib,-0.58
23007,MEL-HO,ABT-263,-0.57
23008,MEL-HO,Vorinostat,-0.16
23009,MEL-HO,Nilotinib,-1.35
23010,MEL-HO,RDEA119,1.23
23011,MEL-HO,CI-1040,0.45
23012,MEL-HO,Temsirolimus,1.73
23013,MEL-HO,Olaparib,-1.55
23014,MEL-HO,ABT-888,-1.8
23015,MEL-HO,Bosutinib,-0.52
23016,MEL-HO,Lenalidomide,-1.82
23017,MEL-HO,Axitinib,-1.42
23018,MEL-HO,AZD7762,0.06
23019,MEL-HO,GW 441756,-1.36
23020,MEL-HO,CEP-701,0.81
23021,MEL-HO,SB 216763,-2.11
23022,MEL-HO,17-AAG,1.14
23023,MEL-HO,VX-702,-1.09
23024,MEL-HO,AMG-706,-1.22
23025,MEL-HO,KU-55933,-1.49
23026,MEL-HO,Elesclomol,0.63
23027,MEL-HO,Afatinib,-0.74
23028,MEL-HO,Vismodegib,-1.69
23029,MEL-HO,PLX4720,0.39
23030,MEL-HO,BX-795,-0.84
23031,MEL-HO,NU-7441,-0.48
23032,MEL-HO,SL 0101-1,-2.04
23033,MEL-HO,BIRB 0796,-2.05
23034,MEL-HO,JNK Inhibitor VIII,-2.12
23035,MEL-HO,Nutlin-3a,-0.76
23036,MEL-HO,PD-173074,-0.92
23037,MEL-HO,ZM-447439,-0.85
23038,MEL-HO,RO-3306,-1.67
23039,MEL-HO,MK-2206,-0.55
23040,MEL-HO,PD-0332991,-0.92
23041,MEL-HO,NVP-BEZ235,1.61
23042,MEL-HO,GDC0941,-0.21
23043,MEL-HO,AZD8055,0.24
23044,MEL-HO,PD-0325901,1.97
23045,MEL-HO,SB590885,1.04
23046,MEL-HO,CCT007093,-1.84
23047,MEL-HO,EHT 1864,-2.12
23048,MEL-HO,PF-4708671,-2
23049,MEL-HO,JNJ-26854165,-0.85
23050,MEL-HO,TW 37,0.95
23051,MEL-HO,CCT018159,-1.15
23052,MEL-HO,AG-014699,-1.82
23053,MEL-HO,SB-505124,-0.84
23054,MEL-HO,Tamoxifen,-1.2
23055,MEL-HO,PFI-1,-0.59
23056,MEL-HO,IOX2,0.19
23057,MEL-HO,YK 4-279,-0.42
23058,MEL-HO,(5Z)-7-Oxozeaenol,1.68
23059,MEL-HO,piperlongumine,0
23060,MEL-HO,FK866,1.29
23061,MEL-HO,BMN-673,-0.97
23062,MEL-HO,UNC1215,-1.07
23063,MEL-HO,SGC0946,-0.77
23064,MEL-HO,XAV 939,-1.63
23065,MEL-HO,Trametinib,2.72
23066,MEL-HO,Dabrafenib,1.75
23067,MEL-HO,Temozolomide,-2.24
23068,MEL-HO,SN-38,1.98
23069,MEL-HO,MLN4924,0.68
23070,SNG-M,Doxorubicin,1.77
23071,SNG-M,Etoposide,-0.03
23072,SNG-M,Gemcitabine,2.93
23073,SNG-M,Mitomycin C,0.8
23074,SNG-M,Vinorelbine,2.61
23075,SNG-M,NSC-87877,-2.22
23076,SNG-M,QS11,-0.74
23077,SNG-M,CP466722,-0.57
23078,SNG-M,Midostaurin,0.23
23079,SNG-M,AP-24534,0.11
23080,SNG-M,JNK-9L,0.47
23081,SNG-M,PF-562271,-0.73
23082,SNG-M,HG-6-64-1,0.63
23083,SNG-M,DMOG,-3.4
23084,SNG-M,FTI-277,-0.69
23085,SNG-M,OSU-03012,-0.45
23086,SNG-M,Shikonin,0.46
23087,SNG-M,AKT inhibitor VIII,-0.89
23088,SNG-M,Embelin,-0.65
23089,SNG-M,FH535,-0.31
23090,SNG-M,PAC-1,-0.17
23091,SNG-M,IPA-3,-0.82
23092,SNG-M,GSK-650394,-0.26
23093,SNG-M,BAY 61-3606,-0.34
23094,SNG-M,5-Fluorouracil,-1.6
23095,SNG-M,Thapsigargin,2.58
23096,SNG-M,Obatoclax Mesylate,1.71
23097,SNG-M,BMS-754807,-0.03
23098,SNG-M,OSI-906,-1.14
23099,SNG-M,Bexarotene,-0.95
23100,SNG-M,Bleomycin,0.12
23101,SNG-M,LFM-A13,-1.85
23102,SNG-M,GW-2580,-1.84
23103,SNG-M,Phenformin,-4.56
23104,SNG-M,Bryostatin 1,1.1
23105,SNG-M,Pazopanib,-0.57
23106,SNG-M,LAQ824,1.49
23107,SNG-M,Epothilone B,3.32
23108,SNG-M,GSK-1904529A,-0.56
23109,SNG-M,BMS-345541,-1.35
23110,SNG-M,Tipifarnib,0.6
23111,SNG-M,Ruxolitinib,-1.67
23112,SNG-M,AS601245,0.01
23113,SNG-M,SB-715992,2.05
23114,SNG-M,AT-7519,-0.04
23115,SNG-M,TAK-715,-1.51
23116,SNG-M,BX-912,-0.75
23117,SNG-M,ZSTK474,-0.13
23118,SNG-M,AS605240,-1.32
23119,SNG-M,GSK1070916,-0.23
23120,SNG-M,LY317615,-0.26
23121,SNG-M,GSK429286A,-1.75
23122,SNG-M,FMK,-0.77
23123,SNG-M,CAL-101,-1.63
23124,SNG-M,XL-184,-0.77
23125,SNG-M,AC220,-0.96
23126,SNG-M,CP724714,-1.25
23127,SNG-M,STF-62247,-2
23128,SNG-M,NG-25,-0.57
23129,SNG-M,VX-11e,-0.5
23130,SNG-M,FR-180204,-1.9
23131,SNG-M,Tubastatin A,-2.29
23132,SNG-M,I-BET 151,-1.99
23133,SNG-M,CAY10603,-1.64
23134,SNG-M,ABT-869,-1.05
23135,SNG-M,BIX02189,-1.53
23136,SNG-M,CH5424802,-1.27
23137,SNG-M,EKB-569,0.58
23138,SNG-M,GSK2126458,1.91
23139,SNG-M,Masitinib,-1.11
23140,SNG-M,MP470,-1.1
23141,SNG-M,NVP-BHG712,-0.6
23142,SNG-M,OSI-930,-1.4
23143,SNG-M,OSI-027,0.32
23144,SNG-M,CX-5461,-2.04
23145,SNG-M,PHA-793887,-0.12
23146,SNG-M,PI-103,0.82
23147,SNG-M,PIK-93,-1.04
23148,SNG-M,TPCA-1,-0.77
23149,SNG-M,TG101348,-0.22
23150,SNG-M,XL-880,0.16
23151,SNG-M,Y-39983,-1.07
23152,SNG-M,YM201636,-0.76
23153,SNG-M,AV-951,-0.15
23154,SNG-M,GSK690693,-0.49
23155,SNG-M,SNX-2112,1.03
23156,SNG-M,QL-X-138,0.04
23157,SNG-M,T0901317,-1.51
23158,SNG-M,EX-527,-2.33
23159,SNG-M,AICAR,-3.63
23160,SNG-M,Camptothecin,2.16
23161,SNG-M,Vinblastine,2.28
23162,SNG-M,Cisplatin,-1.47
23163,SNG-M,Cytarabine,0.28
23164,SNG-M,Docetaxel,2.78
23165,SNG-M,Methotrexate,-0.11
23166,SNG-M,ATRA,-1.99
23167,SNG-M,Gefitinib,-0.69
23168,SNG-M,ABT-263,-0.64
23169,SNG-M,Vorinostat,-0.57
23170,SNG-M,Nilotinib,-0.87
23171,SNG-M,RDEA119,-1.5
23172,SNG-M,CI-1040,-1.19
23173,SNG-M,Temsirolimus,0.66
23174,SNG-M,Olaparib,-0.94
23175,SNG-M,ABT-888,-0.91
23176,SNG-M,Bosutinib,-0.34
23177,SNG-M,Lenalidomide,-1.14
23178,SNG-M,Axitinib,-0.86
23179,SNG-M,AZD7762,0.98
23180,SNG-M,GW 441756,-0.62
23181,SNG-M,CEP-701,0.42
23182,SNG-M,SB 216763,-1.94
23183,SNG-M,17-AAG,-0.4
23184,SNG-M,VX-702,-1.07
23185,SNG-M,AMG-706,-1.34
23186,SNG-M,KU-55933,-1.8
23187,SNG-M,Elesclomol,1
23188,SNG-M,Afatinib,0.01
23189,SNG-M,Vismodegib,-1.81
23190,SNG-M,PLX4720,-0.83
23191,SNG-M,BX-795,-0.74
23192,SNG-M,NU-7441,-0.95
23193,SNG-M,SL 0101-1,-1.66
23194,SNG-M,BIRB 0796,-1.42
23195,SNG-M,JNK Inhibitor VIII,-1.81
23196,SNG-M,Nutlin-3a,-0.54
23197,SNG-M,PD-173074,-1.24
23198,SNG-M,ZM-447439,-0.77
23199,SNG-M,RO-3306,-1.49
23200,SNG-M,MK-2206,-0.96
23201,SNG-M,PD-0332991,-0.89
23202,SNG-M,NVP-BEZ235,1.1
23203,SNG-M,GDC0941,-0.44
23204,SNG-M,AZD8055,-0.05
23205,SNG-M,PD-0325901,-0.38
23206,SNG-M,CCT007093,-1.56
23207,SNG-M,EHT 1864,-1.8
23208,SNG-M,PF-4708671,-1.54
23209,SNG-M,JNJ-26854165,-1.1
23210,SNG-M,TW 37,2.41
23211,SNG-M,ZG-10,-0.01
23212,SNG-M,XMD8-92,-0.45
23213,SNG-M,CCT018159,-0.66
23214,SNG-M,AG-014699,-1.64
23215,SNG-M,SB-505124,-1.9
23216,SNG-M,Tamoxifen,-1.17
23217,SNG-M,PFI-1,-0.41
23218,SNG-M,IOX2,0.41
23219,SNG-M,YK 4-279,-0.06
23220,SNG-M,(5Z)-7-Oxozeaenol,-0.24
